STEM,WORDS,NUM_WORDS,POSTS,COUNT
arrang,"arrangement, arranging, arranged",3,3,3
petha,petha,1,1,1
toward,towards,1,19,19
aay,aaye,1,1,1
kaam,kaam,1,1,1
booth,booths,1,1,1
bhi,bhi,1,3,3
hadd,hadd,1,1,1
comput,"computer, computers",2,5,5
kart,karte,1,1,1
exert,exert,1,1,1
olf,olf,1,1,1
aussi,aussies,1,1,1
wwwbarqqorg,wwwbarqqorg,1,1,1
graffiti,graffiti,1,1,1
engulf,"engulfed, engulf",2,3,3
sheikhchille,sheikhchillees,1,1,1
empoweredhtml,empoweredhtml,1,1,1
dedic,"dedication, dedicated",2,4,4
juici,juicy,1,1,1
imagin,"imagining, imagine, imagination",3,9,9
entireti,entirety,1,1,1
para,para,1,1,1
equival,equivalent,1,3,3
self,self,1,13,13
teji,teji,1,1,1
stapl,staple,1,1,1
also,also,1,29,29
tick,"tick, ticks",2,2,2
unintent,unintentionally,1,3,3
useless,useless,1,6,6
selv,selves,1,1,1
schedul,schedule,1,4,4
gym,gym,1,3,4
exploit,"exploit, exploitation",2,2,2
rajjo,rajjo,1,1,2
sceneri,sceneries,1,2,2
kab,kab,1,1,1
play,"play, played, playing, plays",4,30,30
distribut,"distribution, distributing, distributed, distribute",4,5,5
fresher,fresher,1,1,1
unsur,unsure,1,1,1
eater,eater,1,1,1
aman,"amans, aman",2,2,2
reach,"reach, reaching, reaches",3,17,17
utmost,utmost,1,2,2
kam,kam,1,1,1
eggi,eggy,1,1,1
kar,kar,1,2,2
aayeng,aayenge,1,1,1
plan,"planned, plans, planning, plan",4,10,11
eaten,eaten,1,1,1
prestigi,prestigious,1,3,3
charg,"charges, charge",2,3,3
amaz,"amazement, amazing, amazed, amaze",4,15,16
webinar,webinars,1,1,1
ka,ka,1,5,5
kg,kg,1,1,2
ke,ke,1,4,4
endlesslt,endlesslt,1,1,1
clear,"clearly, clear",2,16,16
devgan,devgan,1,1,1
ko,ko,1,3,3
destruct,destruction,1,4,4
salari,salary,1,1,1
raaz,raaz,1,1,1
transfrom,transfromed,1,1,1
mammoth,mammoth,1,1,1
restur,resturant,1,1,1
tongu,tongue,1,2,2
anthem,anthems,1,1,1
quintalsmayb,quintalsmaybe,1,1,1
notch,notch,1,1,1
blend,blended,1,1,1
awesom,awesome,1,9,9
sector,sector,1,1,1
humid,"humid, humidity",2,3,3
ridicul,"ridiculous, ridicules, ridicule",3,4,4
gold,gold,1,1,1
sparrow,sparrow,1,1,1
eraarticleec,eraarticleece,1,1,1
fond,fond,1,2,2
murgi,murgi,1,1,1
aghast,aghast,1,1,1
python,python,1,1,1
session,"sessions, session",2,3,3
melt,"melted, melting",2,3,3
rizwana,rizwana,1,1,1
childrenhtml,childrenhtml,1,1,1
font,fonts,1,1,1
fine,fine,1,3,3
find,"find, finds, finding, findings",4,36,37
blender,blenders,1,1,1
impact,"impact, impacted",2,5,5
cell,cell,1,1,1
feviquick,feviquicked,1,1,1
mismanag,mismanagement,1,1,1
pretti,pretty,1,3,3
sentenc,sentences,1,1,1
ruin,"ruin, ruined",2,2,2
less,less,1,1,1
monro,monroe,1,1,1
rudest,rudest,1,1,1
everywherethat,everywherethat,1,1,1
hopit,hopitality,1,1,1
indian,"indians, indian",2,10,10
kidnap,kidnapping,1,1,1
betray,betrayed,1,1,1
trps,trps,1,1,1
factor,"factor, factors",2,3,3
somethind,somethind,1,1,1
gulati,gulati,1,1,1
weve,weve,1,1,1
hit,"hit, hitting, hits",3,6,6
unus,unusal,1,1,1
downpour,downpour,1,1,1
mein,mein,1,6,6
extraordinari,extraordinary,1,1,1
express,"express, expressions, expression, expressed, expressing",5,12,12
intensifi,"intensifying, intensifies",2,2,2
aag,aage,1,1,1
swing,swings,1,1,1
spi,spi,1,1,1
famous,famous,1,4,4
actress,actress,1,2,2
poin,poin,1,1,1
salut,salute,1,3,3
replenish,replenished,1,1,1
sunni,sunny,1,1,1
him,him,1,5,5
pointand,pointand,1,1,1
enougharticleec,enougharticleece,1,1,1
administ,administered,1,1,1
homag,homage,1,2,2
stroll,stroll,1,1,1
acut,acute,1,2,2
antiqu,antiquated,1,1,1
enemi,enemies,1,1,1
common,common,1,5,6
devoid,devoid,1,1,1
perfum,"perfumed, perfumes",2,2,2
mohit,mohit,1,2,2
river,rivers,1,2,2
respir,"respiring, respire",2,2,2
wrote,wrote,1,2,2
commod,"commodities, commodity",2,2,2
certif,"certificate, certificates",2,3,3
set,"set, setting",2,11,11
art,art,1,2,3
bandhan,bandhan,1,1,1
dump,"dumping, dump, dumped",3,4,4
baton,baton,1,1,1
vinc,vincing,1,1,1
heavili,heavily,1,1,1
abhilash,abhilashs,1,1,1
bulki,bulky,1,1,1
see,"see, seeing",2,32,32
exil,exile,1,1,1
dumb,dumb,1,1,1
are,are,1,5,5
sea,sea,1,2,2
barf,barf,1,1,1
tender,tender,1,1,1
close,"closely, closing, close, closed",4,14,14
factorsthingsperson,factorsthingspersons,1,1,1
branson,branson,1,1,1
arm,arms,1,3,3
eman,"emanated, emanating",2,2,2
shower,"shower, showers, showered, showering",4,11,11
spiritu,spiritual,1,3,3
expert,expert,1,1,1
matter,"matter, matters",2,9,10
mine,"mining, mine",2,2,2
usthat,"usthats, usthat",2,3,3
someth,something,1,31,32
urchin,urchin,1,1,1
particip,"participants, participate, participation",3,6,6
debat,"debates, debate",2,2,2
woo,"wooing, woo",2,2,2
specialist,specialists,1,1,1
various,various,1,5,5
woh,woh,1,1,1
dute,duting,1,1,1
nincompoop,nincompoop,1,1,1
experi,"experience, experiments, experiment, experiences, experimenting",5,18,18
compliment,"compliments, compliment",2,3,3
android,android,1,1,1
altern,alternatives,1,2,2
likha,likha,1,1,1
carp,carpe,1,1,2
hardship,hardships,1,6,6
robin,robin,1,3,3
numer,"numerous, numeric",2,16,16
induc,"induce, inducing, induced, induces",4,5,5
sole,"solely, sole",2,6,6
aspir,"aspiring, aspire, aspirations",3,6,6
unrol,unroll,1,1,1
poorer,poorer,1,1,1
incident,incidentally,1,1,1
succeed,"succeeds, succeed, succeeding",3,5,5
postur,postures,1,1,1
solv,"solved, solving, solve",3,3,3
typesit,typesit,1,1,1
lap,lap,1,1,1
marilyn,marilyn,1,1,1
popul,population,1,1,1
satisfi,satisfied,1,4,4
c,c,1,1,1
banaawat,banaawat,1,1,1
last,"last, lastly",2,15,15
danc,"dance, danced, dancing",3,13,14
immers,"immerse, immersed",2,2,2
oversea,overseas,1,1,1
venu,venue,1,2,2
foreign,foreign,1,2,2
wholl,wholl,1,1,1
tale,tales,1,1,1
bond,"bond, bonds",2,6,6
whole,whole,1,11,11
cynic,cynical,1,1,1
load,"loaded, load, loads, loading",4,5,5
karr,karre,1,1,1
childhood,childhood,1,4,4
simpli,simply,1,1,1
point,"point, points, pointing, pointed",4,18,19
sweet,"sweets, sweet, sweetly",3,6,6
sammi,sammy,1,1,1
sweep,sweeping,1,1,1
unrealist,unrealistic,1,1,1
pepol,pepole,1,1,1
residu,residue,1,1,1
dancer,"dancers, dancer",2,2,2
ravi,ravi,1,1,1
againthough,againthough,1,1,1
suppli,supply,1,1,1
batteri,battery,1,2,2
mistak,"mistaking, mistakes",2,3,3
throughout,throughout,1,9,9
mtlab,mtlab,1,1,1
communiti,community,1,3,3
pr,pr,1,1,1
ps,ps,1,34,34
forgiv,forgiving,1,1,1
filth,filth,1,1,1
atmospher,atmosphere,1,2,2
anurag,anurag,1,1,1
allownac,allownaces,1,1,1
overlook,overlooking,1,1,1
devic,devices,1,1,1
due,"due, dues",2,3,3
empti,"emptying, empty",2,2,2
miser,miser,1,2,2
pc,pc,1,1,1
satyameva,satyameva,1,1,1
nicki,nicki,1,1,1
damn,damn,1,1,1
pg,pg,1,1,1
pe,pe,1,1,1
aboutfor,aboutfor,1,1,1
threaten,threatening,1,1,1
brick,brick,1,1,1
pm,pm,1,6,7
firm,firmly,1,3,3
adventur,adventurous,1,1,1
flight,"flight, flights",2,2,2
champion,champions,1,1,1
boy,"boys, boy",2,12,13
fire,fire,1,4,4
infect,infects,1,1,1
neha,neha,1,1,1
crack,"cracking, crack",2,2,2
remark,remarkable,1,1,1
append,appended,1,1,1
deter,deter,1,2,2
kurta,kurta,1,1,1
understand,"understand, understanding",2,17,17
demand,"demands, demand",2,4,4
mujh,mujh,1,1,1
repetit,repetitive,1,1,1
educ,"education, educational, educated",3,8,8
uncal,uncalled,1,1,1
loom,looming,1,1,1
politician,"politicians, politician",2,3,3
look,"looked, look, looking, looks",4,53,53
frozen,frozen,1,1,2
straight,straight,1,4,4
bill,"bill, bills",2,3,3
histor,"historical, historic",2,2,2
crazi,crazy,1,1,1
durat,duration,1,1,1
cluster,clustered,1,1,1
pace,"pace, paced",2,5,5
bezo,bezos,1,1,1
match,"match, matches",2,7,7
abov,above,1,2,2
aberr,aberrating,1,1,1
fun,fun,1,8,8
timebcoz,timebcoz,1,1,1
ankur,ankur,1,1,1
everyon,everyone,1,21,21
loop,loop,1,2,2
pack,"pack, packed",2,7,7
grip,"grip, gripping",2,3,3
pounc,pounce,1,1,1
compact,compact,1,1,1
readi,ready,1,16,16
centr,"centre, centred",2,2,2
demon,"demons, demon, demonic",3,9,10
sabhi,sabhi,1,1,1
engg,engg,1,1,1
itself,itself,1,4,4
rejuvin,rejuvinating,1,1,1
cerebrum,cerebrum,1,1,1
centuri,century,1,1,1
beacus,beacuse,1,1,1
rid,rid,1,5,5
vanish,"vanish, vanished",2,4,4
anguish,anguish,1,1,1
meltdown,meltdown,1,1,1
chase,"chasing, chase",2,2,2
decor,decorated,1,2,2
irrelev,irrelevant,1,1,1
shirt,"shirting, shirts, shirt",3,6,6
grant,"granting, granted",2,3,3
movi,"movies, movie",2,13,14
belong,belong,1,1,1
saeindia,saeindia,1,1,1
incarn,incarnation,1,1,1
anniversari,anniversaries,1,1,1
elong,elongate,1,1,1
grand,grand,1,1,1
terrac,terrace,1,1,1
conflict,"conflict, conflictingly",2,3,3
higher,higher,1,7,7
maneuv,maneuver,1,1,1
itch,itch,1,1,1
lie,lying,1,4,4
optim,"optimally, optimism",2,2,2
restraint,restraint,1,1,2
wherea,whereas,1,4,4
yesterday,yesterday,1,4,4
inflat,"inflation, inflate",2,4,4
tashan,tashanned,1,1,1
believein,believein,1,1,1
dusti,dusty,1,3,3
moment,"moments, moment",2,20,20
subhash,subhash,1,1,1
extrem,"extremes, extremely, extreme",3,13,13
dine,dining,1,1,1
wherev,wherever,1,2,2
iresist,iresistible,1,1,1
climb,"climb, climbing",2,3,3
recent,"recently, recent",2,10,10
task,"task, tasks",2,7,7
ampl,ample,1,4,4
eleg,elegant,1,2,2
bitter,bitter,1,1,1
cheek,cheeks,1,1,1
spent,spent,1,4,4
person,"personality, personal, personally, person, personalities, persons",6,34,34
cheer,"cheers, cheering, cheer",3,3,3
chees,cheese,1,2,2
expens,expenses,1,1,1
elev,"elevators, elevates",2,2,2
discipl,disciple,1,1,1
y,y,1,2,2
traffic,traffic,1,2,2
cheez,cheez,1,1,1
academ,"academically, academic",2,2,2
tast,"taste, tasteful, tasting, tasted",4,8,8
spend,"spending, spend",2,14,14
kose,kose,1,1,1
propos,proposed,1,2,2
ambassador,ambassador,1,1,1
chord,chords,1,1,1
burden,burden,1,3,3
ceo,ceo,1,2,2
afteral,afterall,1,1,1
rajasthan,rajasthan,1,1,1
bilater,bilateral,1,1,1
aroma,aromas,1,1,1
shape,"shapes, shaped, shape, shaping",4,7,7
theey,theey,1,1,1
world,"world, worldly",2,66,70
elect,elections,1,1,1
depriv,"deprived, depriving, deprivation, deprive",4,6,6
chaar,chaar,1,1,1
cut,"cut, cutting",2,6,6
dslr,dslr,1,2,2
tablet,"tablets, tablet",2,2,2
immemori,immemorial,1,1,1
reap,reap,1,1,1
snab,snabbed,1,1,1
persuad,persuade,1,1,1
eager,eagerly,1,4,4
grin,grin,1,2,2
rifleman,rifleman,1,1,1
appli,"apply, applying, applied",3,11,11
snap,snap,1,2,2
wwwvoxcomcardstack,wwwvoxcomcardstacks,1,1,1
prerit,prerit,1,1,1
subsequ,subsequent,1,2,2
build,"building, build",2,6,6
silken,silken,1,1,1
shitti,shitty,1,3,3
australia,australia,1,1,1
vendor,vendor,1,1,1
hemsworth,hemsworth,1,1,1
format,format,1,1,1
big,big,1,6,7
bid,bid,1,1,1
judgement,"judgements, judgemental",2,4,4
game,"games, game",2,10,10
resum,resumed,1,1,1
insert,insert,1,1,1
bit,"bit, bits",2,15,15
characterist,characteristic,1,1,1
acquisit,acquisition,1,1,1
formal,"formality, formals",2,3,3
knock,"knock, knocking, knocked",3,3,3
openpageenough,openpageenough,1,1,1
d,d,1,20,21
semi,semi,1,1,1
spine,spine,1,2,2
confront,confront,1,1,1
signal,"signals, signaling",2,2,2
criss,criss,1,1,1
resolv,"resolving, resolve",2,4,4
yaaron,yaaron,1,1,1
manifest,"manifest, manifestation",2,3,3
faceti,facetious,1,1,1
collect,"collect, collectively",2,3,3
princip,principal,1,3,3
baggag,baggage,1,2,2
popular,"popularize, popularity, popular",3,5,5
stylish,stylish,1,1,1
buff,buffs,1,1,1
shaktimaan,shaktimaan,1,1,1
encount,encountered,1,1,1
mighti,mighty,1,6,6
often,often,1,6,6
urgenc,urgency,1,2,2
literari,literary,1,1,1
dawer,dawer,1,1,1
acknowledg,"acknowledging, acknowledge, acknowledged",3,6,6
creation,creation,1,2,2
back,back,1,37,38
momentari,momentary,1,1,1
global,"global, globally",2,3,3
understood,understood,1,1,1
litter,litter,1,1,1
scooter,scooter,1,1,1
ranbir,ranbir,1,1,1
integ,"integer, integers",2,2,2
sight,sight,1,7,7
mirror,mirror,1,8,10
curious,"curious, curiously",2,3,3
surpris,"surprises, surprise, surprising, surprised",4,10,10
energis,energised,1,1,1
shutter,shutter,1,1,1
scale,"scaled, scale",2,2,2
sharma,sharma,1,8,8
dull,dull,1,3,3
shall,shall,1,2,2
zealous,zealous,1,2,2
per,per,1,2,2
cast,cast,1,1,1
recognit,recognition,1,1,1
pen,pen,1,4,4
larg,"largely, large",2,7,7
hardv,hardv,1,1,1
mummi,mummy,1,1,1
pee,"pee, peeing",2,3,3
worship,worshipped,1,1,1
nose,"nose, noses",2,2,2
machin,"machines, machine",2,3,3
be,"beings, be",2,5,5
run,"running, run",2,8,8
bb,bb,1,1,2
dusshera,dusshera,1,2,2
rug,rugged,1,1,1
sacrif,"sacrificing, sacrificed",2,4,4
step,"step, steps",2,15,15
patienc,patience,1,6,7
squeez,squeezed,1,1,1
chant,chanting,1,1,1
meantim,meantime,1,1,1
from,from,1,1,1
by,by,1,2,2
mida,midas,1,1,1
shine,"shining, shine",2,3,3
faith,faith,1,2,2
cautious,cautious,1,1,1
zip,zipped,1,1,1
wouldnt,wouldnt,1,4,4
most,"mostly, most",2,5,5
coexist,coexists,1,1,1
am,am,1,2,2
memori,"memories, memory",2,5,5
shini,shiny,1,1,1
introduct,introduction,1,1,1
sprain,sprain,1,1,1
drama,drama,1,4,4
stricken,stricken,1,1,1
idl,"idleness, idle",2,3,3
bunk,bunk,1,1,1
infuri,infuriating,1,1,1
wanna,wanna,1,5,5
block,"blocking, block",2,2,2
ahm,ahmed,1,1,1
miracl,miracle,1,2,2
real,real,1,13,14
friendsi,friendsi,1,1,1
farc,farce,1,1,1
dude,dudes,1,1,1
diwali,diwali,1,3,3
within,within,1,36,37
oili,oily,1,1,1
kiyosaki,kiyosaki,1,1,1
lender,lender,1,1,1
vagabond,vagabond,1,1,1
chang,"change, changes, changing, changed",4,16,17
lesson,"lesson, lessons",2,2,2
announc,announcing,1,1,1
underst,understating,1,1,1
durabl,durable,1,1,1
occupi,"occupying, occupied, occupy",3,4,4
jockey,jockey,1,1,1
span,span,1,1,1
cabl,cable,1,1,1
wildfir,wildfire,1,1,1
doll,doll,1,1,1
sock,socks,1,3,3
percept,perception,1,2,2
long,long,1,16,16
irresolut,irresolute,1,1,1
camera,camera,1,3,3
includ,"including, includes",2,3,3
khale,khaled,1,1,1
blow,blowing,1,1,1
forward,forward,1,5,5
iteven,iteven,1,1,1
burgeon,burgeoning,1,1,1
moolah,moolah,1,1,1
ashish,ashish,1,1,1
himself,himself,1,1,1
reev,reeves,1,1,1
toooo,toooo,1,1,1
ingredi,ingredients,1,2,2
cloth,"clothing, clothes, cloth",3,11,11
link,"link, linked, links",3,8,8
uncontrol,"uncontrollably, uncontrolled, uncontrollable",3,3,3
branch,"branches, branch",2,5,5
goosebump,goosebumps,1,1,1
line,"line, linings, lines",3,8,8
sofa,sofa,1,1,1
reel,reel,1,2,2
junior,juniors,1,3,3
intoler,"intolerance, intolerable",2,2,2
ji,ji,1,1,1
consist,consistent,1,1,1
up,"ups, up",2,5,5
us,us,1,111,124
ur,"ur, urs",2,18,18
planet,planet,1,6,7
ul,ul,1,1,1
growth,growth,1,4,4
highlight,"highlights, highlight",2,3,3
z,z,1,1,2
similar,"similar, similarly",2,3,3
innumer,innumerable,1,3,3
awestruck,awestruck,1,2,2
v,v,1,3,3
constant,"constantly, constant",2,9,9
curs,"curse, cursing, curses",3,3,3
pencil,pencil,1,2,2
flow,"flowing, flow",2,7,7
capturedcontribut,capturedcontribute,1,1,1
chao,chaos,1,1,1
repres,representatives,1,2,2
char,charred,1,1,1
totaali,totaaly,1,1,1
chap,chaps,1,1,1
septemb,september,1,1,1
famin,famine,1,1,1
chat,"chat, chats",2,2,2
bicep,biceps,1,1,1
flamboy,flamboyant,1,1,1
curl,"curls, curling",2,4,4
hospit,"hospitals, hospital",2,2,2
prevail,"prevailing, prevail",2,2,2
kidney,"kidneys, kidney",2,2,2
sullen,sullen,1,1,1
rainbow,rainbows,1,1,1
naa,naa,1,2,2
paradox,paradox,1,1,1
nag,nagging,1,1,1
blade,blades,1,1,1
titl,"title, titled, titles",3,6,6
babi,baby,1,4,4
nap,nap,1,1,1
iiino,iiino,1,1,1
ideasiniti,ideasinitially,1,1,1
ferment,fermented,1,1,1
wwwyoutubecomwatchvasuchemgpo,wwwyoutubecomwatchvasuchemgpo,1,1,1
mock,"mock, mocked, mocking",3,5,5
nice,"nice, nicely",2,7,7
jainism,jainism,1,1,1
trouser,trousers,1,2,2
clean,"cleaning, clean, cleaned",3,6,6
lend,lend,1,1,1
triumph,triumph,1,1,1
lens,"lensed, lenses",2,2,2
chirp,chirp,1,1,1
insect,insects,1,1,1
cater,cater,1,1,1
desert,deserted,1,1,1
bcoz,bcoz,1,17,17
deserv,deserve,1,2,2
lane,lane,1,3,3
land,"landing, land",2,2,2
e,e,1,2,2
vice,vice,1,2,2
age,"age, ageing, aging",3,6,7
bhagat,bhagat,1,1,1
orbit,orbit,1,1,1
feud,feud,1,1,1
discrimin,discriminations,1,1,1
depth,depth,1,1,1
transient,transient,1,2,2
karma,karma,1,1,1
tub,tub,1,1,1
fresh,"fresh, freshly",2,4,4
aashiqui,aashiqui,1,1,1
hello,hello,1,3,3
edg,edge,1,1,1
wd,wd,1,1,1
gp,gp,1,1,1
queri,"queries, query",2,2,2
alien,alienated,1,1,1
cogniz,cognizance,1,1,1
zhcet,zhcet,1,2,2
gang,"gang, ganges",2,3,4
go,"go, going",2,57,57
roadsid,roadside,1,1,1
unfulfil,unfulfilled,1,1,1
phenomenon,phenomenon,1,5,5
kinshuk,kinshuk,1,1,1
simon,simon,1,1,1
vindeep,vindeep,1,3,3
itll,itll,1,1,1
young,young,1,1,1
send,"send, sends",2,3,3
anshul,anshul,1,2,2
estim,estimated,1,1,1
becam,became,1,3,3
visitor,visitors,1,1,1
weather,weather,1,5,5
sens,"sense, senses, sensing",3,11,11
howcom,howcome,1,1,1
melodi,melodious,1,1,1
sent,sent,1,2,2
bikeladi,bikeladies,1,1,1
drunk,drunk,1,1,1
whichev,whichever,1,4,4
materialist,materialistic,1,2,2
kalyug,kalyug,1,1,1
arteri,arteries,1,1,1
rhyme,"rhyming, rhyme",2,2,2
bhaag,bhaag,1,1,1
wave,waves,1,1,1
heard,heard,1,2,2
cylindr,cylindrical,1,1,1
electron,electronics,1,2,2
thoda,thoda,1,1,1
facebook,facebook,1,5,5
intertwin,intertwined,1,1,1
untouch,untouched,1,2,2
oneday,oneday,1,1,1
wipe,wiped,1,2,2
phir,phir,1,1,1
tri,"try, trying, tried, tries",4,57,57
graphic,graphics,1,1,1
magic,"magically, magic, magical",3,3,3
bhavna,bhavna,1,1,1
misplac,misplaced,1,1,1
gender,"genders, gender",2,2,2
button,button,1,3,3
f,f,1,1,1
michael,michael,1,1,1
eve,eve,1,1,1
anxious,anxiously,1,1,1
tunnel,"tunnels, tunnel",2,2,2
hairstyl,hairstyle,1,2,2
race,race,1,2,2
verdict,verdict,1,1,1
car,"cars, car",2,2,2
udit,udit,1,6,6
mirag,mirage,1,1,1
marri,"married, marry",2,4,4
pleas,"please, pleasing",2,11,11
vehicl,"vehicles, vehicle",2,2,2
encroach,encroached,1,1,1
cap,cap,1,2,2
fortun,fortunate,1,1,1
bachha,bachha,1,1,1
readabl,readable,1,1,1
natur,"nature, natural, natures",3,25,27
interview,interview,1,3,3
mishap,mishap,1,2,2
uniqu,"unique, uniquely",2,10,10
jump,"jumping, jump",2,2,2
vaccin,vaccines,1,1,1
video,"videos, video",2,9,9
deodrant,"deodrant, deodrants",2,3,3
kohlihtml,kohlihtml,1,1,1
ummm,ummm,1,1,1
odd,"odds, odd",2,3,3
click,"clicked, clicks, clicking, click",4,7,9
folk,folks,1,2,2
compat,compatible,1,1,1
poke,"poking, pokes",2,2,2
compar,"compared, compare, comparing",3,15,15
resembl,"resemblance, resembled",2,3,3
raincoat,"raincoats, raincoat",2,2,2
hardest,hardest,1,1,1
access,"accessible, access",2,2,2
poshampaa,poshampaa,1,1,1
bird,"birds, bird",2,3,3
can,"cans, can",2,3,3
jhund,jhund,1,1,1
involv,"involved, involving, involvement",3,5,5
vibrat,vibrate,1,1,1
perimet,perimeter,1,1,1
poverti,poverty,1,1,1
chose,chose,1,3,3
leg,"legs, leg",2,4,4
kangaroo,kangaroo,1,1,1
giant,giant,1,1,1
bodi,"body, bodies",2,20,21
coerc,coerce,1,1,1
let,"lets, let, letting",3,35,35
sink,sink,1,3,3
sing,singing,1,3,3
safer,safer,1,1,1
becom,"become, becomes, becoming",3,37,37
sinc,since,1,14,14
mindset,mindset,1,4,4
boss,boss,1,1,1
great,great,1,10,10
talent,"talented, talents, talent",3,7,7
convers,conversation,1,1,1
metro,metros,1,1,1
jahan,jahan,1,1,1
didnt,didnt,1,9,9
conceiv,conceived,1,3,3
larger,larger,1,4,4
aromat,aromatic,1,1,1
later,later,1,1,1
goodbyebidd,goodbyebidders,1,1,1
repel,repellent,1,1,1
painter,painter,1,1,1
opinion,"opinions, opinion",2,4,4
typic,typical,1,2,2
gene,gene,1,1,1
honor,honor,1,2,2
chanc,"chances, chance",2,10,10
fake,fake,1,3,3
employe,employees,1,2,2
exhilar,exhilarating,1,1,1
writer,writers,1,1,1
clark,clarke,1,1,1
berat,berating,1,1,1
forbid,forbids,1,1,1
win,"winning, win",2,11,11
app,"app, apps",2,2,2
emot,"emotionally, emotion, emotions, emotional",4,12,12
disciplin,disciplined,1,1,1
kehna,kehna,1,1,1
apt,apt,1,2,2
expect,"expect, expectations, expected, expecting",4,8,8
wit,"witness, witnessing",2,11,11
adida,adidas,1,1,1
dumbest,dumbest,1,1,1
sakt,sakte,1,1,1
cloud,"clouds, cloud",2,7,7
puriti,purity,1,1,1
wardrob,wardrobes,1,1,1
cha,cha,1,1,1
use,"use, used, using, useful",4,36,36
fee,"fee, fees",2,5,6
feb,feb,1,5,5
usb,usb,1,1,1
usa,usa,1,1,1
sympath,sympathize,1,1,1
tussl,tussle,1,2,2
wwwvoxcomvideosassad,wwwvoxcomvideosassad,1,1,1
upgrad,upgrading,1,1,1
next,next,1,24,24
websit,"websites, website",2,3,3
few,few,1,1,1
generos,generosity,1,1,1
doubt,"doubt, doubtful",2,5,5
lock,lock,1,1,1
tourism,tourism,1,2,2
panel,panels,1,1,1
kya,kya,1,1,1
enoughjust,enoughjust,1,1,1
baba,babas,1,1,1
iit,iit,1,2,2
disgust,"disgusting, disgust",2,3,3
pilaay,pilaaye,1,1,1
trait,"trait, traits",2,3,3
musician,musicians,1,1,1
impress,"impressing, impression, impressive",3,3,3
stone,stone,1,1,1
train,training,1,3,3
templ,temple,1,2,2
rubbish,rubbish,1,1,1
iim,iim,1,1,1
actual,"actually, actual",2,14,14
obaid,obaid,1,1,1
somalian,somalian,1,1,1
women,"women, womens",2,16,18
annoy,annoying,1,1,1
account,account,1,1,1
wisher,wishers,1,1,1
salad,salad,1,1,1
perceiv,perceived,1,4,4
this,this,1,14,14
ride,"riding, ride",2,5,5
when,when,1,2,2
renow,renowed,1,1,1
procrastin,procrastinating,1,1,1
pour,"pouring, pour",2,6,6
column,column,1,1,1
obvious,"obvious, obviously",2,17,19
thin,thin,1,1,1
drill,drilling,1,1,1
meet,"meet, meeting",2,7,7
sengar,sengar,1,1,1
scribbl,scribbling,1,1,1
scatter,scattered,1,1,1
aliv,alive,1,2,2
control,control,1,3,3
ration,rational,1,1,1
partyyyy,partyyyy,1,1,1
tap,"tap, tapped",2,3,3
tab,tab,1,1,1
contempl,contemplating,1,1,1
do,"do, doing",2,11,12
process,process,1,4,4
wed,"wedding, weddings",2,5,5
millionair,millionaire,1,1,1
slim,slim,1,1,1
halloween,halloween,1,1,1
lizard,lizards,1,1,1
high,"high, highly",2,16,16
tag,"tagged, tag",2,2,2
bend,"bends, bend",2,2,2
slip,slip,1,1,1
onlin,online,1,2,2
openpagea,openpagea,1,1,1
prece,preceed,1,1,1
everywher,everywhere,1,9,9
sir,sir,1,6,6
sip,sipping,1,1,1
sit,"sitting, sit, sits",3,11,11
strongest,strongest,1,1,1
comedi,comedy,1,1,1
conscious,conscious,1,1,1
predica,predicament,1,1,1
delay,"delay, delayed",2,2,2
thrive,thrive,1,2,2
stoke,stoke,1,1,1
forest,"forest, forests",2,3,3
democraci,democracy,1,4,4
instead,instead,1,16,16
pakka,pakka,1,1,1
panic,panic,1,1,1
sin,sin,1,1,1
sim,sim,1,1,1
tension,tension,1,1,1
attend,"attendance, attending, attended, attend",4,12,12
stop,"stop, stops, stopping",3,16,16
aerob,aerobics,1,1,1
await,"awaited, awaiting, await",3,6,6
exemplifi,exemplifies,1,1,1
scammer,scammers,1,1,1
attent,"attention, attentive",2,8,9
philosophi,philosophy,1,1,1
underwat,underwater,1,1,1
physic,"physical, physically",2,6,6
tomato,tomatoes,1,1,1
villag,"villages, village",2,2,2
alloc,allocation,1,1,1
ot,ot,1,2,2
indiatodayintodayinstoryanushka,indiatodayintodayinstoryanushka,1,1,1
agricultur,agriculture,1,1,1
light,"light, lights",2,12,12
mundan,mundane,1,3,3
correspond,corresponding,1,2,2
disori,disorient,1,1,1
element,element,1,3,3
issu,issue,1,3,3
chief,chief,1,1,1
allow,"allow, allowed, allowing",3,7,7
batat,batate,1,1,1
furious,"furious, furiously",2,4,4
intentionali,intentionaly,1,1,1
wrinkl,"wrinkled, wrinkles",2,2,2
neglect,"neglected, neglecting",2,6,6
mute,mute,1,1,1
arctic,arctic,1,1,1
salti,salty,1,1,1
move,"moves, move, moving, moved",4,20,20
avid,avid,1,1,1
aana,aana,1,1,1
passion,"passion, passionately, passionated",3,7,7
hums,humse,1,1,1
stepwis,stepwise,1,1,1
tribhuvan,tribhuvan,1,4,4
thyself,thyself,1,2,2
ambiti,ambitious,1,1,1
asscoci,asscociated,1,1,1
bunch,bunch,1,1,1
perfect,"perfect, perfectly",2,12,12
superior,superior,1,1,1
dehaati,dehaati,1,1,1
alway,always,1,35,35
lo,lo,1,2,2
ll,ll,1,14,14
nostalgia,nostalgia,1,1,1
drs,drs,1,1,1
