ID,DAY,MONTH,YEAR,DATE,HOUR,MIN,SEC,TIME,TYPE,LIKES,COMMENTS,TOTAL_WORDS,POS,NEG,NEU,COMP
1405174859572227_587083334714721,26,2,2014,2/26/14,14,10,34,14:10:34,photo,66,6,10,0.61,0,0.39,0.855
1405174859572227_586204641469257,24,2,2014,2/24/14,16,8,41,16:08:41,status,26,17,101,0.163,0,0.837,0.948
1405174859572227_584652824957772,21,2,2014,2/21/14,14,11,55,14:11:55,status,22,6,135,0.126,0.112,0.762,0.46
1405174859572227_582767115146343,18,2,2014,2/18/14,17,35,31,17:35:31,link,0,0,9,0.245,0,0.755,0.313
1405174859572227_582753331814388,18,2,2014,2/18/14,17,3,0,17:03:00,link,0,0,18,0.158,0,0.842,0.494
1405174859572227_582214251868296,17,2,2014,2/17/14,17,7,0,17:07:00,link,5,20,29,0,0,1,0
1405174859572227_582181661871555,17,2,2014,2/17/14,15,55,16,15:55:16,status,16,4,182,0.124,0.009,0.866,0.965
1405174859572227_581618621927859,16,2,2014,2/16/14,16,47,42,16:47:42,status,26,15,114,0.061,0.046,0.893,0.413
1405174859572227_580943535328701,15,2,2014,2/15/14,11,11,15,11:11:15,status,29,4,159,0.136,0,0.864,0.961
1405174859572227_579537285469326,12,2,2014,2/12/14,17,30,48,17:30:48,photo,35,38,316,0.161,0.065,0.774,0.986
1405174859572227_579030972186624,11,2,2014,2/11/14,16,14,35,16:14:35,status,29,2,201,0.142,0.052,0.806,0.958
1405174859572227_578576812232040,10,2,2014,2/10/14,17,10,14,17:10:14,link,2,0,14,0.417,0,0.583,0.554
1405174859572227_578515978904790,10,2,2014,2/10/14,14,36,48,14:36:48,link,27,21,164,0.271,0,0.729,0.995
1405174859572227_576470552442666,6,2,2014,2/6/14,17,7,42,17:07:42,link,3,0,3,0.344,0.506,0.15,-0.27
1405174859572227_576460455777009,6,2,2014,2/6/14,16,39,2,16:39:02,status,34,4,155,0.084,0.035,0.881,0.722
1405174859572227_576270309129357,6,2,2014,2/6/14,7,42,14,07:42:14,photo,36,10,0,0,0,0,0
1405174859572227_575425579213830,4,2,2014,2/4/14,14,32,15,14:32:15,status,23,3,102,0.248,0.046,0.707,0.979
1405174859572227_574430782646643,2,2,2014,2/2/14,14,17,21,14:17:21,photo,5,1,16,0.626,0,0.374,0.966
1405174859572227_574027619353626,1,2,2014,2/1/14,16,37,45,16:37:45,status,41,6,202,0.174,0.061,0.765,0.98
1405174859572227_573502239406164,31,1,2014,1/31/14,13,30,37,13:30:37,status,28,8,236,0.135,0.155,0.71,-0.756
1405174859572227_571013882988333,26,1,2014,1/26/14,8,16,42,08:16:42,link,2,0,4,0,0,1,0
1405174859572227_571013826321672,26,1,2014,1/26/14,8,16,28,08:16:28,link,0,0,0,0,0,0,0
1405174859572227_571011632988558,26,1,2014,1/26/14,8,6,7,08:06:07,note,1,0,0,0,0,0,0
1405174859572227_570994379656950,26,1,2014,1/26/14,7,22,20,07:22:20,status,25,0,188,0.134,0.028,0.839,0.973
1405174859572227_567681539988234,19,1,2014,1/19/14,17,59,28,17:59:28,link,5,2,9,0.231,0,0.769,0.273
1405174859572227_564672926955762,14,1,2014,1/14/14,8,12,25,08:12:25,status,51,9,42,0.071,0,0.929,0.459
1405174859572227_564362503653471,13,1,2014,1/13/14,15,59,18,15:59:18,photo,11,0,9,0.542,0,0.458,0.796
1405174859572227_564358280320560,13,1,2014,1/13/14,15,47,43,15:47:43,status,21,0,149,0.148,0.032,0.82,0.947
1405174859572227_563363307086724,11,1,2014,1/11/14,15,47,20,15:47:20,status,24,15,117,0.09,0.211,0.698,-0.947
1405174859572227_562465990509789,9,1,2014,1/9/14,14,37,58,14:37:58,photo,12,3,0,0,0,0,0
1405174859572227_562463877176667,9,1,2014,1/9/14,14,30,29,14:30:29,photo,0,2,0,0,0,0,0
1405174859572227_562106037212451,8,1,2014,1/8/14,17,58,51,17:58:51,status,15,2,234,0.145,0.044,0.811,0.979
1405174859572227_561890710567317,8,1,2014,1/8/14,7,0,53,07:00:53,photo,7,6,6,0.443,0,0.557,0.61
1405174859572227_561619847261070,7,1,2014,1/7/14,15,57,25,15:57:25,status,20,7,210,0.186,0.05,0.764,0.986
1405174859572227_557636260992762,30,12,2013,12/30/13,7,29,25,07:29:25,status,30,35,153,0.174,0.044,0.781,0.971
1405174859572227_556458357777219,27,12,2013,12/27/13,17,47,11,17:47:11,status,21,3,148,0.072,0.045,0.883,0.801
1405174859572227_554934154596306,24,12,2013,12/24/13,17,17,34,17:17:34,status,23,5,108,0.041,0,0.959,0.67
1405174859572227_553553508067704,21,12,2013,12/21/13,15,43,29,15:43:29,photo,64,11,0,0,0,0,0
1405174859572227_553544811401907,21,12,2013,12/21/13,15,20,26,15:20:26,status,46,18,47,0.163,0,0.837,0.765
1405174859572227_553074458115609,20,12,2013,12/20/13,17,17,38,17:17:38,status,17,9,54,0.059,0,0.941,0.482
1405174859572227_549433661813022,12,12,2013,12/12/13,18,5,55,18:05:55,link,5,1,14,0.513,0,0.487,0.89
1405174859572227_549235688499486,12,12,2013,12/12/13,9,57,33,09:57:33,status,25,3,147,0.1,0.138,0.762,-0.736
1405174859572227_548744468548608,11,12,2013,12/11/13,6,55,22,06:55:22,status,28,9,128,0.21,0.032,0.758,0.959
1405174859572227_546938025395919,7,12,2013,12/7/13,12,49,16,12:49:16,status,18,8,112,0.191,0.055,0.754,0.95
1405174859572227_546572962099092,6,12,2013,12/6/13,17,6,49,17:06:49,status,13,4,125,0.274,0.07,0.656,0.985
1405174859572227_546460925443629,6,12,2013,12/6/13,12,54,21,12:54:21,photo,10,0,1,0,0,1,0
1405174859572227_545572882199100,4,12,2013,12/4/13,14,33,8,14:33:08,status,30,1,111,0.094,0.118,0.788,-0.624
1405174859572227_545066592249729,3,12,2013,12/3/13,11,12,56,11:12:56,photo,4,0,5,0.429,0,0.571,0.459
1405174859572227_543891975700524,30,11,2013,11/30/13,17,37,36,17:37:36,status,32,4,88,0.103,0.055,0.842,0.557
1405174859572227_543727179050337,30,11,2013,11/30/13,8,2,52,08:02:52,video,2,0,8,0.347,0,0.653,0.493
1405174859572227_543405242415864,29,11,2013,11/29/13,17,25,17,17:25:17,status,29,7,128,0.127,0.083,0.791,0.746
1405174859572227_542527215837000,27,11,2013,11/27/13,15,11,23,15:11:23,photo,0,0,7,0.217,0.31,0.472,-0.246
1405174859572227_542527209170334,27,11,2013,11/27/13,15,11,20,15:11:20,photo,0,1,7,0.217,0.31,0.472,-0.246
1405174859572227_541735162582872,25,11,2013,11/25/13,18,0,55,18:00:55,status,24,8,100,0.175,0.029,0.796,0.944
1405174859572227_540384662717922,22,11,2013,11/22/13,17,15,1,17:15:01,photo,1,0,15,0,0,1,0
1405174859572227_539528009470254,20,11,2013,11/20/13,17,35,30,17:35:30,photo,7,3,9,0.333,0,0.667,0.459
1405174859572227_539143339508721,19,11,2013,11/19/13,18,37,46,18:37:46,status,12,0,129,0.065,0.13,0.804,-0.845
1405174859572227_538065732949815,17,11,2013,11/17/13,18,14,33,18:14:33,status,29,3,101,0.24,0,0.76,0.975
1405174859572227_537508379672217,16,11,2013,11/16/13,14,27,9,14:27:09,photo,1,0,7,0.343,0,0.657,0.482
1405174859572227_536841633072225,15,11,2013,11/15/13,8,33,40,08:33:40,photo,1,0,3,0.625,0,0.375,0.517
1405174859572227_535245293231859,11,11,2013,11/11/13,15,13,48,15:13:48,link,0,0,11,0.379,0,0.621,0.67
1405174859572227_534701973286191,10,11,2013,11/10/13,9,57,26,09:57:26,status,37,6,137,0.089,0.042,0.869,0.827
1405174859572227_534448513311537,9,11,2013,11/9/13,17,35,19,17:35:19,status,12,0,131,0.059,0.281,0.66,-0.991
1405174859572227_533906596699062,8,11,2013,11/8/13,17,44,10,17:44:10,status,19,1,53,0.099,0.116,0.785,-0.25
1405174859572227_531801106909611,5,11,2013,11/5/13,14,54,7,14:54:07,status,26,4,72,0.327,0.027,0.645,0.979
1405174859572227_528256767264045,30,10,2013,10/30/13,8,12,43,08:12:43,status,14,1,127,0.083,0.098,0.818,-0.455
1405174859572227_527628927326829,29,10,2013,10/29/13,8,13,38,08:13:38,photo,11,9,8,0,0,1,0
1405174859572227_527245560698499,28,10,2013,10/28/13,17,1,40,17:01:40,status,9,0,65,0.129,0.024,0.847,0.808
1405174859572227_527103134046075,28,10,2013,10/28/13,10,32,14,10:32:14,status,0,0,0,0,0,0,0
1405174859572227_526225117467210,26,10,2013,10/26/13,17,19,3,17:19:03,photo,8,2,2,0.756,0,0.244,0.475
1405174859572227_526224524133936,26,10,2013,10/26/13,17,17,6,17:17:06,status,20,2,84,0.192,0.027,0.781,0.938
1405174859572227_524334004322988,22,10,2013,10/22/13,17,22,48,17:22:48,photo,3,1,2,1,0,0,0.796
1405174859572227_522767004479688,19,10,2013,10/19/13,14,23,8,14:23:08,status,32,23,165,0.093,0.097,0.81,-0.187
1405174859572227_519784781444577,14,10,2013,10/14/13,4,54,59,04:54:59,status,10,0,77,0.103,0.063,0.835,0.539
1405174859572227_518269011596154,11,10,2013,10/11/13,15,52,21,15:52:21,status,25,2,203,0.08,0.096,0.823,-0.341
1405174859572227_516335678456154,7,10,2013,10/7/13,16,5,28,16:05:28,status,51,24,249,0.078,0.035,0.887,0.762
1405174859572227_516231011799954,7,10,2013,10/7/13,10,29,45,10:29:45,photo,4,0,0,0,0,0,0
1405174859572227_516229141800141,7,10,2013,10/7/13,10,22,16,10:22:16,photo,34,26,0,0,0,0,0
1405174859572227_514200392003016,2,10,2013,10/2/13,16,0,11,16:00:11,status,30,10,79,0.06,0,0.94,0.598
1405174859572227_512838035472585,29,9,2013,9/29/13,17,51,22,17:51:22,status,21,12,87,0.084,0.077,0.838,0.165
1405174859572227_512253235531065,28,9,2013,9/28/13,13,41,35,13:41:35,status,132,46,127,0.189,0.019,0.792,0.968
1405174859572227_508910262532029,20,9,2013,9/20/13,18,45,13,18:45:13,status,11,1,51,0.034,0.07,0.896,-0.436
1405174859572227_508286135927775,19,9,2013,9/19/13,16,49,50,16:49:50,status,30,29,65,0.098,0.155,0.747,-0.735
1405174859572227_506645899425132,15,9,2013,9/15/13,17,44,14,17:44:14,status,45,12,49,0.288,0.063,0.648,0.931
1405174859572227_506632362759819,15,9,2013,9/15/13,17,5,27,17:05:27,status,26,1,81,0,0.203,0.797,-0.951
1405174859572227_503970063026049,9,9,2013,9/9/13,14,4,52,14:04:52,status,30,7,54,0.128,0,0.872,0.817
1405174859572227_503545333068522,8,9,2013,9/8/13,15,45,26,15:45:26,status,27,5,64,0.263,0,0.737,0.962
1405174859572227_502919979797724,7,9,2013,9/7/13,16,45,59,16:45:59,status,14,2,96,0.094,0.115,0.792,-0.32
1405174859572227_502741173148938,7,9,2013,9/7/13,9,33,7,09:33:07,link,4,1,14,0.198,0,0.802,0.494
1405174859572227_502694653153590,7,9,2013,9/7/13,6,10,4,06:10:04,status,11,0,38,0,0.206,0.794,-0.832
1405174859572227_501301773292878,4,9,2013,9/4/13,16,30,17,16:30:17,status,27,24,64,0.11,0.164,0.727,-0.274
1405174859572227_500777643345291,3,9,2013,9/3/13,9,20,14,09:20:14,link,0,2,13,0,0.24,0.76,-0.539
1405174859572227_500169310072791,1,9,2013,9/1/13,17,37,47,17:37:47,status,23,21,97,0.037,0.048,0.915,-0.038
1405174859572227_499107333512322,30,8,2013,8/30/13,7,0,43,07:00:43,status,19,3,69,0.182,0,0.818,0.926
1405174859572227_498851910204531,29,8,2013,8/29/13,15,44,45,15:44:45,status,14,0,64,0.114,0,0.886,0.757
1405174859572227_498851506871238,29,8,2013,8/29/13,15,43,12,15:43:12,status,23,11,76,0.145,0.039,0.817,0.844
1405174859572227_497945880295134,27,8,2013,8/27/13,13,28,8,13:28:08,status,9,5,85,0,0.109,0.891,-0.739
1405174859572227_497891200300602,27,8,2013,8/27/13,10,9,55,10:09:55,link,3,0,5,0,0,1,0
1405174859572227_497119737044415,25,8,2013,8/25/13,15,56,19,15:56:19,status,17,2,33,0.212,0.131,0.657,0.471
1405174859572227_495832743839781,22,8,2013,8/22/13,17,24,7,17:24:07,status,2,0,23,0.156,0.186,0.658,0.06
1405174859572227_495813930508329,22,8,2013,8/22/13,16,25,29,16:25:29,photo,0,0,3,0.288,0.461,0.251,-0.335
1405174859572227_495412787215110,21,8,2013,8/21/13,18,55,49,18:55:49,status,26,4,98,0.116,0.034,0.85,0.818
1405174859572227_494756770614045,20,8,2013,8/20/13,8,29,49,08:29:49,status,11,0,43,0.312,0.119,0.569,0.89
1405174859572227_493878900701832,18,8,2013,8/18/13,13,33,36,13:33:36,status,36,6,55,0.236,0.198,0.566,0.445
1405174859572227_493110904111965,16,8,2013,8/16/13,17,48,33,17:48:33,status,12,9,60,0.081,0.108,0.811,0.249
1405174859572227_493108754112180,16,8,2013,8/16/13,17,41,42,17:41:42,status,23,10,60,0.248,0.151,0.602,0.842
1405174859572227_491810250908697,13,8,2013,8/13/13,12,41,59,12:41:59,status,43,1,37,0.201,0,0.799,0.852
1405174859572227_491016264321429,11,8,2013,8/11/13,14,1,18,14:01:18,status,9,0,101,0.186,0.076,0.738,0.933
1405174859572227_491014684321587,11,8,2013,8/11/13,13,54,54,13:54:54,status,5,3,141,0.109,0.056,0.836,0.854
1405174859572227_489879081101814,8,8,2013,8/8/13,19,19,6,19:19:06,status,5,0,15,0,0.374,0.626,-0.8
1405174859572227_489868551102867,8,8,2013,8/8/13,19,5,55,19:05:55,status,21,1,7,0.333,0,0.667,0.459
1405174859572227_489334094489646,7,8,2013,8/7/13,13,48,32,13:48:32,status,17,1,114,0.134,0.108,0.758,0.534
1405174859572227_487422648014124,3,8,2013,8/3/13,19,7,7,19:07:07,photo,9,0,0,0,0,0,0
1405174859572227_487419464681109,3,8,2013,8/3/13,18,58,9,18:58:09,photo,7,0,0,0,0,0,0
1405174859572227_485745114848544,31,7,2013,7/31/13,9,30,58,09:30:58,status,14,7,201,0.028,0.112,0.861,-0.935
1405174859572227_484865444936511,29,7,2013,7/29/13,16,11,41,16:11:41,status,24,13,17,0.538,0,0.462,0.918
1405174859572227_483997751689947,27,7,2013,7/27/13,19,5,42,19:05:42,link,0,0,3,0,0.797,0.203,-0.604
1405174859572227_483997745023281,27,7,2013,7/27/13,19,5,36,19:05:36,link,5,7,0,0,0,0,0
1405174859572227_482989408457448,25,7,2013,7/25/13,11,46,50,11:46:50,status,6,0,21,0.224,0,0.776,0.599
1405174859572227_482206888535700,23,7,2013,7/23/13,16,33,18,16:33:18,status,3,15,34,0.066,0.132,0.802,-0.318
1405174859572227_482200661869656,23,7,2013,7/23/13,16,26,34,16:26:34,link,0,0,0,0,0,0,0
1405174859572227_482185701871152,23,7,2013,7/23/13,15,44,15,15:44:15,photo,2,0,4,0,0,1,0
1405174859572227_482184618537927,23,7,2013,7/23/13,15,42,4,15:42:04,status,23,2,55,0.177,0.069,0.753,0.801
1405174859572227_481209851968737,21,7,2013,7/21/13,11,47,5,11:47:05,photo,6,0,0,0,0,0,0
1405174859572227_479994218756967,18,7,2013,7/18/13,16,53,51,16:53:51,status,7,0,18,0.242,0.108,0.65,0.475
1405174859572227_479881368768252,18,7,2013,7/18/13,11,17,44,11:17:44,status,15,2,55,0.131,0.138,0.731,-0.346
1405174859572227_479012662188456,16,7,2013,7/16/13,14,15,36,14:15:36,status,6,2,70,0,0.077,0.923,-0.762
1405174859572227_478995628856826,16,7,2013,7/16/13,13,42,47,13:42:47,status,9,4,15,0.349,0,0.651,0.818
1405174859572227_478662742223448,15,7,2013,7/15/13,17,29,29,17:29:29,status,26,10,67,0.046,0.095,0.859,-0.318
1405174859572227_478561508900238,15,7,2013,7/15/13,12,59,7,12:59:07,status,22,6,61,0.218,0.097,0.685,0.804
1405174859572227_476527372436985,10,7,2013,7/10/13,13,37,41,13:37:41,status,5,0,22,0,0.192,0.808,-0.581
1405174859572227_476526055770450,10,7,2013,7/10/13,13,33,17,13:33:17,status,5,0,21,0.379,0.086,0.536,0.848
1405174859572227_476515395771516,10,7,2013,7/10/13,12,57,30,12:57:30,status,21,1,184,0.12,0.017,0.863,0.951
1405174859572227_474460772643645,6,7,2013,7/6/13,3,47,16,03:47:16,status,14,7,66,0.325,0.019,0.656,0.981
1405174859572227_474138712675851,5,7,2013,7/5/13,8,26,38,08:26:38,status,8,0,25,0.28,0.099,0.621,0.608
1405174859572227_472631652826557,1,7,2013,7/1/13,17,48,53,17:48:53,status,17,10,138,0.118,0.129,0.753,-0.408
1405174859572227_471359186287137,29,6,2013,6/29/13,12,56,7,12:56:07,status,19,6,156,0.141,0,0.859,0.963
1405174859572227_470671573022565,27,6,2013,6/27/13,18,20,0,18:20:00,status,7,1,181,0.013,0.088,0.899,-0.924
1405174859572227_470196643070058,26,6,2013,6/26/13,13,18,44,13:18:44,status,10,2,52,0.289,0,0.711,0.954
1405174859572227_470189669737422,26,6,2013,6/26/13,12,59,50,12:59:50,status,0,0,22,0.215,0.204,0.582,0.077
1405174859572227_470188306404225,26,6,2013,6/26/13,12,55,46,12:55:46,status,6,0,28,0.138,0,0.862,0.493
1405174859572227_470187506404305,26,6,2013,6/26/13,12,53,45,12:53:45,status,0,0,27,0.068,0.186,0.746,-0.491
1405174859572227_470186299737759,26,6,2013,6/26/13,12,49,50,12:49:50,status,1,0,24,0.106,0,0.894,0.361
1405174859572227_470185349737854,26,6,2013,6/26/13,12,47,3,12:47:03,status,2,0,20,0.167,0.063,0.769,0.511
1405174859572227_469863776436678,25,6,2013,6/25/13,16,30,48,16:30:48,link,4,0,9,0.458,0.219,0.323,0.402
1405174859572227_469858123103910,25,6,2013,6/25/13,16,14,21,16:14:21,link,1,0,18,0.265,0,0.735,0.66
1405174859572227_469856613104061,25,6,2013,6/25/13,16,10,25,16:10:25,status,12,1,75,0.14,0.054,0.806,0.793
1405174859572227_469840983105624,25,6,2013,6/25/13,15,31,33,15:31:33,photo,14,0,7,0,0,1,0
1405174859572227_469428323146890,24,6,2013,6/24/13,15,53,5,15:53:05,status,6,0,30,0.11,0.057,0.833,0.098
1405174859572227_469426176480438,24,6,2013,6/24/13,15,46,17,15:46:17,photo,4,0,0,0,0,0,0
1405174859572227_469076029848786,23,6,2013,6/23/13,18,59,3,18:59:03,photo,8,0,0,0,0,0,0
1405174859572227_469075159848873,23,6,2013,6/23/13,18,55,35,18:55:35,photo,10,5,0,0,0,0,0
1405174859572227_469058899850499,23,6,2013,6/23/13,18,7,59,18:07:59,status,19,5,229,0.178,0.073,0.749,0.981
1405174859572227_467056216717434,18,6,2013,6/18/13,17,1,17,17:01:17,status,6,0,49,0.14,0.042,0.818,0.66
1405174859572227_466928790063510,18,6,2013,6/18/13,9,51,4,09:51:04,status,14,6,80,0.144,0,0.856,0.915
1405174859572227_466923286730727,18,6,2013,6/18/13,9,22,7,09:22:07,status,37,2,87,0.256,0.048,0.696,0.973
1405174859572227_466701663419556,17,6,2013,6/17/13,17,45,23,17:45:23,status,0,0,16,0.568,0,0.432,0.941
1405174859572227_466700250086364,17,6,2013,6/17/13,17,39,16,17:39:16,status,19,20,127,0.097,0.039,0.864,0.786
1405174859572227_466693486753707,17,6,2013,6/17/13,17,9,49,17:09:49,link,1,0,8,0.3,0,0.7,0.459
1405174859572227_460610404028682,5,6,2013,6/5/13,15,13,33,15:13:33,photo,5,3,13,0.264,0,0.736,0.555
1405174859572227_459719097451146,3,6,2013,6/3/13,16,5,54,16:05:54,status,24,0,50,0,0.042,0.958,-0.271
1405174859572227_458235730932816,31,5,2013,5/31/13,10,22,44,10:22:44,status,41,8,49,0.165,0.091,0.744,0.61
1405174859572227_455399844549738,25,5,2013,5/25/13,17,46,31,17:46:31,status,5,0,24,0.269,0.114,0.617,0.616
1405174859572227_455004597922596,24,5,2013,5/24/13,17,42,27,17:42:27,status,39,9,75,0.051,0.202,0.748,-0.906
1405174859572227_453638824725840,21,5,2013,5/21/13,16,58,20,16:58:20,photo,15,0,1,0,0,1,0
1405174859572227_452873741469015,19,5,2013,5/19/13,18,0,9,18:00:09,status,0,0,23,0,0,1,0
1405174859572227_452110968211959,17,5,2013,5/17/13,16,48,54,16:48:54,photo,36,5,3,0,0,1,0
1405174859572227_452098268213229,17,5,2013,5/17/13,16,19,29,16:19:29,status,33,10,42,0.273,0.027,0.699,0.913
1405174859572227_452094174880305,17,5,2013,5/17/13,16,6,59,16:06:59,photo,5,0,4,0,0,1,0
1405174859572227_450569788366077,14,5,2013,5/14/13,11,21,2,11:21:02,link,10,1,11,0.391,0,0.609,0.752
1405174859572227_449918858431170,12,5,2013,5/12/13,14,56,56,14:56:56,photo,8,0,5,0,0,1,0
1405174859572227_449199468503109,10,5,2013,5/10/13,18,19,54,18:19:54,status,0,0,13,0.209,0,0.791,0.44
1405174859572227_448800488543007,9,5,2013,5/9/13,16,55,42,16:55:42,link,0,2,9,0.417,0,0.583,0.511
1405174859572227_448796635210059,9,5,2013,5/9/13,16,43,37,16:43:37,link,0,0,6,0.385,0,0.615,0.482
1405174859572227_447618801994509,6,5,2013,5/6/13,16,55,13,16:55:13,link,0,0,0,0,0,0,0
1405174859572227_447601215329601,6,5,2013,5/6/13,16,5,2,16:05:02,link,1,0,4,0.654,0,0.346,0.583
1405174859572227_447600885329634,6,5,2013,5/6/13,16,4,8,16:04:08,photo,6,1,2,0.705,0,0.295,0.338
1405174859572227_447262198696836,5,5,2013,5/5/13,18,39,58,18:39:58,photo,28,7,42,0.161,0,0.839,0.797
1405174859572227_447260612030328,5,5,2013,5/5/13,18,34,23,18:34:23,photo,42,4,0,0,0,0,0
1405174859572227_447190198704036,5,5,2013,5/5/13,14,37,29,14:37:29,photo,31,3,15,0,0,1,0
1405174859572227_447189325370790,5,5,2013,5/5/13,14,34,52,14:34:52,photo,32,7,34,0.128,0,0.872,0.589
1405174859572227_447182908704765,5,5,2013,5/5/13,14,19,20,14:19:20,photo,5,0,64,0.347,0,0.653,0.981
1405174859572227_445955605494162,2,5,2013,5/2/13,17,45,28,17:45:28,status,17,0,123,0.151,0,0.849,0.956
1405174859572227_445952645494458,2,5,2013,5/2/13,17,32,40,17:32:40,photo,3,0,4,0.615,0,0.385,0.493
1405174859572227_445509352205454,1,5,2013,5/1/13,18,1,42,18:01:42,photo,2,3,7,0.333,0,0.667,0.361
1405174859572227_445508622205527,1,5,2013,5/1/13,17,59,11,17:59:11,link,0,0,3,0.443,0.393,0.164,0.077
1405174859572227_445506335539089,1,5,2013,5/1/13,17,51,0,17:51:00,photo,13,0,9,0.247,0,0.753,0.318
1405174859572227_444901692266220,30,4,2013,4/30/13,14,17,22,14:17:22,status,20,0,59,0.224,0,0.776,0.932
1405174859572227_443871039035952,28,4,2013,4/28/13,15,18,26,15:18:26,link,4,0,14,0.119,0.314,0.567,-0.586
1405174859572227_443707812385608,28,4,2013,4/28/13,6,45,5,06:45:05,status,35,6,65,0,0.09,0.91,-0.818
1405174859572227_443706219052434,28,4,2013,4/28/13,6,36,37,06:36:37,link,2,0,2,0,0,1,0
1405174859572227_443359682420421,27,4,2013,4/27/13,17,16,26,17:16:26,link,5,0,4,0,0,1,0
1405174859572227_441296812626708,22,4,2013,4/22/13,17,58,21,17:58:21,link,7,0,36,0.219,0.071,0.71,0.772
1405174859572227_440915765998146,21,4,2013,4/21/13,18,4,5,18:04:05,status,22,70,41,0.266,0,0.734,0.913
1405174859572227_440519656037757,20,4,2013,4/20/13,17,58,57,17:58:57,photo,5,0,4,0,0,1,0
1405174859572227_440518172704572,20,4,2013,4/20/13,17,53,24,17:53:24,photo,2,0,5,0.767,0,0.233,0.764
1405174859572227_438858202870569,17,4,2013,4/17/13,17,23,41,17:23:41,photo,5,0,7,0.618,0,0.382,0.755
1405174859572227_435889933167396,12,4,2013,4/12/13,16,36,21,16:36:21,status,8,1,107,0.113,0.015,0.872,0.879
1405174859572227_138085143041811,11,4,2013,4/11/13,13,49,10,13:49:10,photo,5,0,5,0.522,0,0.478,0.656
1405174859572227_515011665229465,10,4,2013,4/10/13,16,18,9,16:18:09,link,0,0,6,0.444,0,0.556,0.494
1405174859572227_164070750418494,8,4,2013,4/8/13,15,40,53,15:40:53,photo,8,3,4,0.5,0,0.5,0.459
1405174859572227_433490953407294,8,4,2013,4/8/13,15,22,33,15:22:33,status,33,11,40,0.371,0,0.629,0.968
1405174859572227_432891993467190,7,4,2013,4/7/13,13,1,1,13:01:01,photo,92,15,0,0,0,0,0
1405174859572227_432890396800683,7,4,2013,4/7/13,12,54,39,12:54:39,photo,6,0,0,0,0,0,0
1405174859572227_119810434879916,6,4,2013,4/6/13,19,40,0,19:40:00,photo,2,1,4,0.492,0,0.508,0.44
1405174859572227_281130122021759,5,4,2013,4/5/13,18,4,28,18:04:28,photo,2,0,4,0.5,0,0.5,0.459
1405174859572227_427562790666777,26,3,2013,3/26/13,8,17,35,08:17:35,status,30,8,10,0.25,0,0.75,0.459
1405174859572227_160120627480982,25,3,2013,3/25/13,19,24,33,19:24:33,photo,4,0,21,0.446,0,0.554,0.938
1405174859572227_423292151093841,16,3,2013,3/16/13,13,52,20,13:52:20,status,10,1,85,0.248,0.03,0.722,0.965
1405174859572227_218794374925832,8,3,2013,3/8/13,15,45,40,15:45:40,photo,3,1,2,0.792,0,0.208,0.586
1405174859572227_419688768120846,8,3,2013,3/8/13,15,19,54,15:19:54,status,23,7,65,0.22,0,0.78,0.941
1405174859572227_428947930516611,3,3,2013,3/3/13,14,50,13,14:50:13,photo,5,0,5,0.502,0,0.498,0.617
1405174859572227_159017060921602,28,2,2013,2/28/13,17,20,16,17:20:16,link,1,0,17,0.234,0,0.766,0.567
1405174859572227_415131758576547,26,2,2013,2/26/13,16,56,40,16:56:40,status,21,3,134,0.157,0.087,0.757,0.943
1405174859572227_413304462092610,22,2,2013,2/22/13,12,59,14,12:59:14,status,6,0,43,0.221,0,0.779,0.869
1405174859572227_546536178712924,22,2,2013,2/22/13,12,57,48,12:57:48,photo,3,0,23,0.385,0,0.615,0.917
1405174859572227_409752415781148,14,2,2013,2/14/13,18,52,19,18:52:19,status,2,0,34,0.161,0.056,0.783,0.306
1405174859572227_316242218479386,14,2,2013,2/14/13,18,29,15,18:29:15,photo,1,0,6,0,0,1,0
1405174859572227_407665762656480,10,2,2013,2/10/13,13,4,2,13:04:02,status,9,3,85,0.171,0,0.829,0.952
1405174859572227_407576402665416,10,2,2013,2/10/13,8,44,24,08:44:24,photo,5,0,22,0.299,0,0.701,0.826
1405174859572227_307612562695355,9,2,2013,2/9/13,18,16,19,18:16:19,link,4,3,52,0.073,0.053,0.874,0.281
1405174859572227_406256886130701,7,2,2013,2/7/13,18,11,26,18:11:26,photo,0,0,9,0.307,0,0.693,0.477
1405174859572227_404923432930713,4,2,2013,2/4/13,16,47,29,16:47:29,status,4,0,88,0.196,0.074,0.729,0.919
1405174859572227_403743379715385,2,2,2013,2/2/13,14,42,14,14:42:14,status,1,4,50,0.27,0,0.73,0.946
1405174859572227_403740886382301,2,2,2013,2/2/13,14,34,10,14:34:10,status,9,3,102,0.113,0.038,0.849,0.845
1405174859572227_504814389570264,2,2,2013,2/2/13,14,24,48,14:24:48,link,0,0,5,0,0,1,0
1405174859572227_150542561770441,2,2,2013,2/2/13,13,56,40,13:56:40,photo,1,0,5,0,0,1,0
1405174859572227_545240015500757,1,2,2013,2/1/13,15,15,1,15:15:01,link,2,0,9,0,0,1,0
1405174859572227_398933333529723,29,1,2013,1/29/13,14,19,44,14:19:44,link,0,0,0,0,0,0,0
1405174859572227_396979290391794,25,1,2013,1/25/13,13,46,28,13:46:28,status,12,0,84,0.053,0.129,0.817,-0.61
1405174859572227_396465153776541,24,1,2013,1/24/13,15,10,12,15:10:12,status,10,4,114,0.037,0.049,0.914,0.459
